t,a,b
1579598646450,"[[8660.55,3.079877],[8660.56,0.288665],[8660.73,1.791212],[8660.77,1],[8660.83,0.034978],[8661.03,0.005781],[8661.72,0.006447],[8662.11,0.069119],[8662.12,0.124579],[8662.13,0.12437],[8662.14,0.130422],[8662.18,0.099795],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.86,0.348305],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5]]","[[8660.54,0.002811],[8659.66,0.1535],[8659.62,0.04],[8659.42,0.102331],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.51,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.45,0.154384],[8656.44,1.25],[8656.38,1.027801],[8656.24,4]]"
1579598646551,"[[8660.55,3.079877],[8660.56,0.288665],[8660.73,1.791212],[8660.77,1],[8660.83,0.034978],[8661.03,0.005781],[8661.72,0.006447],[8662.11,0.069119],[8662.12,0.124579],[8662.13,0.12437],[8662.14,0.130422],[8662.18,0.099795],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.86,0.348305],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5]]","[[8660.54,0.002811],[8659.66,0.1535],[8659.62,0.04],[8659.42,0.102331],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.51,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.45,0.154384],[8656.44,1.25],[8656.38,1.027801],[8656.24,4]]"
1579598646652,"[[8660.55,3.063486],[8660.56,0.288665],[8660.57,0.288665],[8660.58,0.288665],[8660.73,1.791212],[8660.77,1],[8660.83,0.034978],[8661.03,0.005781],[8661.72,0.006447],[8662.11,0.069119],[8662.12,0.124579],[8662.13,0.12437],[8662.14,0.130422],[8662.18,0.099795],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.86,0.348305],[8662.87,0.129913],[8662.88,0.121389]]","[[8660.54,0.001488],[8659.66,0.1535],[8659.62,0.04],[8659.42,0.102331],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.51,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.45,0.154384],[8656.44,1.25],[8656.38,1.027801],[8656.24,4]]"
1579598646749,"[[8660.55,3.063486],[8660.56,0.288665],[8660.57,0.288665],[8660.58,0.288665],[8660.73,1.791212],[8660.77,1],[8660.83,0.034978],[8661.03,0.005781],[8661.72,0.006447],[8662.11,0.069119],[8662.12,0.124579],[8662.13,0.12437],[8662.14,0.130422],[8662.18,0.099795],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.86,0.348305],[8662.87,0.129913],[8662.88,0.121389]]","[[8660.54,0.001488],[8659.66,0.1535],[8659.62,0.04],[8659.42,0.102331],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.51,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.45,0.154384],[8656.44,1.25],[8656.38,1.027801],[8656.24,4]]"
1579598646849,"[[8660.55,0.288665],[8660.56,1.288665],[8660.57,0.288665],[8660.58,0.288665],[8660.59,0.288665],[8660.77,1],[8660.83,0.034978],[8661.03,0.005781],[8661.72,0.006447],[8662.11,0.069119],[8662.12,0.124579],[8662.13,0.12437],[8662.14,0.130422],[8662.18,0.099795],[8662.42,0.348305],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.87,0.129913],[8662.88,0.121389]]","[[8660.54,0.001488],[8659.66,0.1535],[8659.62,0.04],[8659.42,0.102331],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.51,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.45,0.154384],[8656.44,1.25],[8656.38,1.027801],[8656.24,4]]"
1579598646950,"[[8660.56,0.288665],[8660.57,0.288665],[8660.58,0.288665],[8660.59,0.288665],[8660.6,0.288665],[8660.83,0.034978],[8661.03,0.005781],[8661.72,0.006447],[8662.11,0.069119],[8662.12,0.124579],[8662.13,0.12437],[8662.14,0.130422],[8662.18,0.099795],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5]]","[[8660.54,0.001488],[8659.66,0.1535],[8659.62,0.04],[8659.42,0.102331],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.51,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.45,0.154384],[8656.44,1.25],[8656.38,1.027801],[8656.24,4]]"
1579598647048,"[[8660.57,0.288665],[8660.58,0.288665],[8660.59,0.288665],[8660.6,0.288665],[8660.61,0.288665],[8660.83,0.034978],[8661.03,0.005781],[8661.72,0.006447],[8662.11,0.069119],[8662.12,0.124579],[8662.13,0.12437],[8662.14,0.130422],[8662.18,0.099795],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5]]","[[8660.54,0.001488],[8659.66,0.1535],[8659.62,0.04],[8659.42,0.102331],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.51,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.45,0.154384],[8656.44,1.25],[8656.38,1.027801],[8656.24,4]]"
1579598647152,"[[8660.84,0.034978],[8661.03,0.005781],[8661.72,0.006447],[8662.06,0.034978],[8662.11,0.069119],[8662.12,0.124579],[8662.13,0.12437],[8662.14,0.130422],[8662.18,0.099795],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.09,0.00146],[8663.38,0.019989],[8663.76,0.6],[8663.77,0.2]]","[[8660.54,0.001488],[8659.68,0.154067],[8659.62,0.04],[8659.42,0.102331],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.51,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.45,0.154384],[8656.44,1.25],[8656.38,1.027801],[8656.24,4]]"
1579598647250,"[[8660.84,0.034978],[8661.03,0.005781],[8662.06,0.034978],[8662.12,0.124579],[8662.13,0.12437],[8662.14,0.130422],[8662.18,0.099795],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.09,0.00146],[8663.35,0.120811],[8663.36,1],[8663.37,0.348305],[8663.38,0.019989],[8663.76,0.6]]","[[8660.57,0.157433],[8660.54,2.001488],[8659.62,0.04],[8659.42,0.102331],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.51,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.45,0.154384],[8656.44,1.25],[8656.38,1.027801],[8656.24,4]]"
1579598647347,"[[8660.84,0.034978],[8661.03,0.005781],[8662.06,0.034978],[8662.12,0.124579],[8662.13,0.12437],[8662.18,0.099795],[8662.43,0.288702],[8662.57,0.056599],[8662.58,0.057874],[8662.74,0.00296],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.09,0.00146],[8663.35,0.120811],[8663.36,1],[8663.37,0.348305],[8663.38,0.019989],[8663.76,0.6]]","[[8660.57,0.157433],[8660.54,2],[8659.62,0.04],[8659.42,0.102331],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.51,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.45,0.154384],[8656.44,1.25],[8656.38,1.027801],[8656.24,4]]"
1579598647450,"[[8661.03,0.005781],[8662.06,0.034978],[8662.12,0.124579],[8662.13,0.12437],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.09,0.00146],[8663.35,0.120811],[8663.36,1],[8663.37,0.348305],[8663.38,0.019989],[8663.76,0.6],[8663.77,0.2],[8663.78,0.3]]","[[8660.83,0.001488],[8660.57,0.259066],[8660.54,2],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
1579598647552,"[[8661.03,0.005781],[8662.06,0.034978],[8662.12,0.124579],[8662.13,0.12437],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.09,0.00146],[8663.35,0.120811],[8663.36,1],[8663.37,0.348305],[8663.38,0.019989],[8663.76,0.6],[8663.77,0.2],[8663.78,0.3]]","[[8660.83,0.001488],[8660.57,0.259066],[8660.54,2],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
1579598647649,"[[8660.99,0.288653],[8661.03,0.005781],[8661.25,0.034978],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.08,0.006446],[8663.09,0.00146],[8663.35,0.120811],[8663.37,0.348305],[8663.38,0.019989],[8663.75,1],[8663.76,0.6]]","[[8660.83,0.000005],[8660.57,0.101633],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877]]"
1579598647747,"[[8660.96,0.288653],[8660.99,0.288653],[8661.03,0.005781],[8661.25,0.034978],[8662.12,0.124579],[8662.42,0.056599],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.08,0.006446],[8663.09,0.00146],[8663.35,0.120811],[8663.37,0.348305]]","[[8660.83,0.000005],[8659.63,0.101633],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877]]"
1579598647849,"[[8660.91,0.288654],[8660.95,3.791232],[8660.96,0.288653],[8661.03,0.005781],[8661.04,0.034978],[8662.12,0.124579],[8662.42,0.056599],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.08,0.006446],[8663.09,0.00146],[8663.34,1]]","[[8660.83,0.000005],[8659.64,0.158144],[8659.63,0.101633],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
1579598647951,"[[8660.88,0.288655],[8660.91,0.288654],[8660.95,3.791232],[8661.02,0.034978],[8661.03,0.005781],[8662.11,0.056599],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.08,0.006446],[8663.09,0.00146],[8663.34,1]]","[[8660.83,0.000005],[8659.64,0.158144],[8659.63,0.101633],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
1579598648050,"[[8660.83,2],[8660.84,1.392388],[8660.95,3.791232],[8661,0.034978],[8661.03,0.005781],[8662.11,0.056599],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.08,0.006446],[8663.09,0.00146],[8663.34,1]]","[[8659.66,0.155128],[8659.65,4],[8659.63,0.101633],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.66,0.288657],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
1579598648148,"[[8660.83,2],[8660.84,1.392388],[8660.95,3.791232],[8661,0.034978],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.08,0.006446],[8663.09,0.00146],[8663.34,1],[8663.35,0.120811]]","[[8659.66,0.155128],[8659.65,4],[8659.62,0.04],[8659.32,4.011546],[8658.83,0.099207],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877]]"
1579598648251,"[[8660.75,0.288676],[8660.79,0.288675],[8660.83,2],[8660.84,1.392388],[8660.95,3.791232],[8661,0.034978],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.08,0.006446],[8663.09,0.00146]]","[[8659.68,0.143541],[8659.67,0.099207],[8659.65,4],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877]]"
1579598648352,"[[8660.75,0.288676],[8660.79,0.288675],[8660.83,2],[8660.84,1.392388],[8660.95,3.791232],[8661,0.034978],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.08,0.006446],[8663.09,0.00146]]","[[8659.68,0.143541],[8659.67,0.099207],[8659.65,4],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877]]"
1579598648450,"[[8660.74,1.771289],[8660.75,0.288676],[8660.83,2],[8660.84,1.392388],[8660.95,2],[8661,0.034978],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5],[8663.08,0.006446],[8663.09,0.00146]]","[[8659.68,0.143541],[8659.67,0.099207],[8659.65,4],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877]]"
1579598648548,"[[8660.69,0.288677],[8660.71,2],[8660.72,0.288676],[8660.74,1.771289],[8660.75,0.288676],[8660.83,2],[8660.84,1.392388],[8660.92,0.036676],[8660.94,0.036676],[8660.95,2],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389]]","[[8659.68,0.143541],[8659.62,0.04],[8659.33,0.099207],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877],[8655.42,2.89875]]"
1579598648650,"[[8660.66,0.288677],[8660.69,0.288677],[8660.71,2],[8660.72,0.288676],[8660.74,1.771289],[8660.83,2],[8660.84,1.392388],[8660.86,0.036676],[8660.95,2],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5]]","[[8659.68,0.143541],[8659.62,0.04],[8659.33,0.099207],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877],[8655.42,2.89875]]"
1579598648751,"[[8660.65,1.77129],[8660.66,0.288677],[8660.67,0.288678],[8660.69,0.288677],[8660.71,2],[8660.72,0.288676],[8660.74,1.771289],[8660.83,2],[8660.84,0.036676],[8660.95,2],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389]]","[[8659.68,0.143541],[8659.62,0.04],[8659.33,0.099207],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877],[8655.42,2.89875]]"
1579598648852,"[[8660.61,0.288678],[8660.64,2],[8660.65,1.77129],[8660.66,0.288677],[8660.67,0.288678],[8660.71,2],[8660.74,1.771289],[8660.83,2],[8660.84,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5]]","[[8659.69,0.099207],[8659.68,0.143541],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
1579598648950,"[[8660.58,0.132492],[8660.61,0.288678],[8660.64,2],[8660.65,1.77129],[8660.71,2],[8660.74,1.771289],[8660.83,2],[8660.84,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5]]","[[8659.69,0.099207],[8659.68,0.143541],[8659.62,0.04],[8659.32,4.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
1579598649050,"[[8660.56,1.77129],[8660.57,0.348305],[8660.58,0.132492],[8660.59,0.288679],[8660.61,0.288678],[8660.64,2],[8660.65,1.77129],[8660.71,2],[8660.74,1.771289],[8660.83,2],[8660.84,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913]]","[[8659.69,0.099207],[8659.68,0.143541],[8659.62,0.04],[8659.32,0.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
1579598649148,"[[8660.53,0.288679],[8660.56,3.77129],[8660.57,0.348305],[8660.58,0.132492],[8660.59,0.288679],[8660.64,2],[8660.65,1.77129],[8660.71,2],[8660.75,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5]]","[[8659.64,0.151458],[8659.62,0.04],[8659.32,0.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877]]"
1579598649247,"[[8660.53,0.288679],[8660.56,3.77129],[8660.57,0.348305],[8660.58,0.132492],[8660.59,0.288679],[8660.64,2],[8660.65,1.77129],[8660.71,2],[8660.75,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5]]","[[8659.64,0.151458],[8659.62,0.04],[8659.32,0.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,1.127877]]"
1579598649349,"[[8660.5,0.228491],[8660.51,0.288682],[8660.53,0.288679],[8660.56,3.807966],[8660.57,0.348305],[8660.64,2],[8660.65,1.77129],[8660.71,2],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389],[8662.89,0.5],[8662.95,0.5]]","[[8659.62,0.04],[8659.42,0.147426],[8659.33,0.097193],[8659.32,0.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
1579598649450,"[[8660.5,0.228491],[8660.51,0.288682],[8660.52,0.288682],[8660.53,0.288679],[8660.56,3.77129],[8660.57,0.348305],[8660.64,2],[8660.65,1.77129],[8660.71,2],[8660.79,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046],[8662.87,0.129913],[8662.88,0.121389]]","[[8659.63,0.097193],[8659.62,0.04],[8659.48,0.156226],[8659.32,0.011546],[8658.82,4],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
1579598649552,"[[8660.49,2],[8660.5,0.265167],[8660.51,0.288682],[8660.52,0.288682],[8660.53,0.288679],[8660.54,0.288681],[8660.56,3.77129],[8660.57,0.348305],[8660.64,2],[8660.65,1.77129],[8661.03,0.005781],[8662.12,0.124579],[8662.3,0.6],[8662.31,0.138586],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.4],[8662.84,0.124103],[8662.85,0.100776]]","[[8659.63,0.097193],[8659.62,0.04],[8659.32,0.011546],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4],[8655.64,0.1],[8655.46,0.277172]]"
1579598649650,"[[8660.45,0.288681],[8660.49,2],[8660.5,0.228491],[8660.51,0.288682],[8660.56,3.77129],[8660.57,0.348305],[8660.64,2],[8660.65,1.77129],[8660.88,0.036676],[8661.03,0.005781],[8662.12,0.124579],[8662.3,0.6],[8662.36,0.138586],[8662.43,0.288702],[8662.58,0.057874],[8662.74,0.00296],[8662.83,0.4],[8662.84,0.124103],[8662.85,0.100776],[8662.86,0.128046]]","[[8659.64,0.3],[8659.62,0.04],[8659.59,0.149233],[8659.33,0.097193],[8659.32,0.011546],[8658.4,0.06],[8657.54,0.5],[8657.5,1.5],[8657.38,1],[8657.37,0.23092],[8657.11,1.027737],[8657.1,0.08],[8656.8,4],[8656.65,4],[8656.61,4],[8656.6,1.25],[8656.46,2.898366],[8656.45,0.154384],[8656.38,1.027801],[8656.24,4]]"
